body_of_water	category_T10	category_T15	city_not_us	city_us	date	filename	id	incorrect_orientation_T21	keyword_subj_T11	loc_box_checked	loc_not_us	other_info_T22	prodno	publisher	state_l	state_v	subj_2_T12	subj_3_T13	subj_T16	title
		Politics & government		Harvey		R32965_o3.jpg	35411973										Flags		"City & town halls
"	City Hall, Harvey, Ill.
		Beaches & bodies of water			1901	dpc6135_o3.jpg	35408859							By Detroit Photographic Co.			Lakes		Steamboats	Off for a river trip.
		Beaches & bodies of water				1CH108_o3.jpg	35400999										Valleys	Waterways	Rivers	Picturesque view of the Fox River, Illinois in the beautiful Fox River Valley
		Parks & gardens		Springfield		VO907A_o3.jpg	35424247										Boathouses		Lakes & ponds	Springfield, Ill.
		Beaches & bodies of water		Milwaukee	1901	dpc5549_o3.jpg	35408447							Detroit Photographic Co.					Yacht clubs	Yacht club, Milwaukee, Wis.
		Streets & highways		Columbus		a40501_o3.jpg	35403662										Moonlight		Cities & towns	West Broad Street, looking east, Columbus, Ohio
		Other		Kankakee		A44887_o3.jpg	35403687										Young Men's Christian associations		Masonic buildings	Masonic Temple and Y.M.C.A., Kankakee, Ill.
		Beaches & bodies of water				VO504C_o3.jpg	35422789										Sailboats	Moonlight	Lakes & ponds	Moonlight on Lake Michigan
		Other				4BH814a_o3.jpg	35401811										Lumber industry		Logs	Giant log en route to mill, 9 ft. 11 inch diameter, 20 feet long, 6980 board ft.
		Hotels				0BH740_o3.jpg	35400584													
		Education		Evanston		VOE5_o3.jpg	35424402													Hall of Science, Northwestern University
		Residences		Abingdon		C61250_o3.jpg	35404327													Redding Cottage, Abingdon, Ill.
		Cartoons & humor		Chicago		3CH550_o3.jpg	35401571							Curt Teich & Co., Inc.			Art	Tourists	Famous Chicago Attractions series	Just Visited Chicago's Art Institute
		Restaurants & bars		Lake Geneva		VO5574_o3.jpg	35423293										Conference rooms	Interiors	Dining	Dining hall, Conference Point, Lake Geneva
		Streets & highways		Chicago		cop2822_o3.jpg	35405676												Skyscrapers	Michigan Avenue north from Lake St., Chicago, Il.
		Boats & ships		New Orleans	1906	dpc10273_o3.jpg	35406442							Detroit Publishing Co.			Steamboats	Crowds	Levees	Sunday on the levee, New Orleans, LA
		Streets & highways		Minneapolis	1908	dpc12002_o3.jpg	35407494							Detroit Publishing Co.			Gardens	Porches	Homes	Calhoun Boulevard, Minneapolis, Minn.
		Hotels		New York		dpc12890_o3.jpg	35408063							Detroit Publishing Co.						Claremont Hotel, Riverside Drive, new York
		Cartoons & humor				6BH598_o3.jpg	35402308							Curt Teich & Co., Inc.			Deception		Donkeys	Somebody's made a jackass of me
		Amusements		Chicago		cop2953_o3.jpg	35405735										Temples		Century of Progress International Exposition	Chinese Temple of Jehol A Century of Progress
		Aerial views & skylines		Holyoke	1908	dpc11684_o3.jpg	35407287							Detroit Publishing Co			United States--Connecticut River	Cities & towns	Rivers	Holyoke and Connecticut River, Mass
		Parks & gardens		Allegheny		dpc9372_o3.jpg	35411491										Swimming		Lakes & ponds	Lake in West Park, Allegheny, PA
		Other		St. Louis		VO1063_o3.jpg	35412296										Commercial facilities	Banks	Office buildings	Lincoln Trust Bldg. St. Louis, Mo.
		Other		Decatur		A66758_o3.jpg	35403858												Nursing homes	Illinois Old Folks Phythians Home, Decatur, Illinois
		Streets & highways		Hinsdale		1CH205_o3.jpg	35401038										Cities & towns		Commercial streets	657 - Washington Street, Hinsdale, Illinois
		Cartoons & humor				6BH598_o3.jpg	35402308							Curt Teich & Co., Inc.			Infidelity	Mules	Horses	I wonder if I've been deceived?
		Streets & highways		Chicago		4AH359_o3.jpg	35401682										Streets		Chicago Board of Trade Building (Chicago, Ill.)	Chicago Board of Trade in the background
		Beaches & bodies of water		South Haven		VO6146_o3.jpg	35423505										Tents	Camping	Rivers	Camping on the banks of the beautiful Black River, South Haven, Mich.
		Aerial views & skylines		Galena		C31027_o3.jpg	35404111										Bridges	Houses	Rivers	View of Galena from Shot Tower, Galena, Ill.
		Amusements				cop27_o3.jpg	35405610										Plazas	Exhibitions	Fountains	Fountain and court of electrical group
		Aerial views & skylines		Chicago		9CK467_o3.jpg	35403095												Commercial streets	Michigan Avenue North
		Cartoons & humor				5AH1584_o3.jpg	35401970										Gas industry	"Automobile service stations
"	Automobiles	10 miles to next gas station
		Politics & government		Carbondale 		C46931_o3.jpg	35404157										Masonic buildings	Streets 	City & town halls	City Hall and Masonic Building, Carbondale, Ill
		Indians of North America			1905	dpc9289_o3.jpg	35411429							Detroit Photographic Co.			Group portraits	Hopi	Dwellings	Group of Indians, Hopi house, Grand Canyon of Arizona
		Parks & gardens		Chicago		VO290_o3.jpg	35422607							V.O. Hammon Pub. Co., Chicago and Minneapolis 			Nature	Lily ponds 	Children	Lily pond in Humboldt Park, Chicago
		Education		Carthage		A77983_o3.jpg	35403920										Crime		Jail	Old Jail, Carthage Illinois. Where joseph and Hiram Smith were shot in 1844
		Agriculture				VO5542_o3.jpg	35423259										Horse teams 	Harvesting machinery	Horses	Combine harvester, State of Washington
		Cartoons & humor				8AH2048_o3.jpg	35402730							Curt Teich & Co., Inc.			Bathroom humor	People	Campground	The biggest pest in the human race thinks the rest room's a resting place
		Hotels		Kansas City		VO6578_o3.jpg	35423878										Architecture		Lobby	Lobby of the Midland Hotel
		Parks & gardens			1909	dpc5473_o3.jpg	35408398							Detroit Photographic Co			Grand Canyon	Landscapes	National parks	Grand Canyon of Arizona
		Hotels				dpc12890_o3.jpg	35408063							Detroit Publishing Co.			Rivers		Streets	Claremont Hotel, Riverside Drive, New York
		Aerial views & skylines		Duluth		VO672A_o3.jpg	35423959							V. O. Hammon Pub. Co., Minneapolis and Chicago			Towns	Bridges	Harbors	Overlooking the harbor and Aerial Bridge, Duluth, Minn.
		Beaches & bodies of water			1905	dpc8641_o3.jpg	35410937							Detroit Photographic Co.			Boats	Capes	Fishermen	A Cape Ann fisherman and dory
		Religion		Gilman		A115290_o3.jpg	35403264										street	trees	Church	Baptist and Presbyterian churches, Gilman, Ill
		Cartoons & humor				2BH1142a_o3.jpg	35401220							Curt Teich & Co., Inc.			Gas station	car	People	Okay buddy where's that ration card?
		Residences		Savannah	1900	dpc5760_o3.jpg	35408608							Detroit Photographic Co.			Generals	Civil War	Headquarters	Sherman's Old Headquarters, Savannah, GA.
		Advertisements		St. Paul		0BH1044_o3.jpg	35400451												Banks	A modern, simplified money service - Telephone: cedar 0755
		Food				dpc7884_o3.jpg	35410374							Detroit Publishing Co. 			Flowers 	Still Life	Fruit	Oranges and Blossoms
		Landscapes		Old Forge		dpc12596_o3.jpg	35407884										Lakes	Rowboats	Cities & towns	Old Forge, Fulton Chain of Lakes, Adirondack Mts.
		Restaurants & bars		New Salem	1933	cop1277_o3.jpg	35404566							RHD Co.			chairs	fireplace	tables	Interior of Ann Rutledge inn
		Nature				dpc7884_o3.jpg	35410374							Detroit Publishing co.			Oranges	Flowers	Still lifes	Oranges and blossoms
		Politics & government		Kampsville		9832_o3.jpg	35402870										hills	waterways	landscape	Government reservation. Kampsville, Ill.
		Religion		Dwight 		A115750_o3.jpg	35403283												Church architecture 	Methodist Church, Dwight, ILL
		Boats & ships			1903	dpc6921_o3.jpg	35409517							Detroit Photographic Co.			Dredges		Gold mining	A gold dredge
		Amusements		Chicago		cop1881_o3.jpg	35405238										Century of progress	Night views	World's Fairs	General view by illumination, Chicago World's fair
		Hotels		Mackinac Island		VO1248_o3.jpg	35412455										road	sky	building	Grand hotel, Mackinac Island, Mich.
		Libraries, galleries & museums		Richmond		dpc9995_o3.jpg	35411900							Detroit Publishing Co.			Fountains		Gardens	The Valentine Museum. View from the Garden. Richmond, VA.
		Hotels		Mackinac Island		dpc8847_o3.jpg	35411114							1905			Lakes	Islands	Resorts	Grand Hotel, Mackinac Island, Mich.
		Cartoons & humor				7AH2590_o3.jpg	35402503							Curt Teich & Co., Inc.			Trailers		Camping	Live at your ease here out in the woods
		Boats & ships		Chicago		VO87_o3.jpg	35424217							V.O.Hammon Pub. Co.					Rivers	Mouth of Chicago River, Chicago
		Parks & gardens		Chicago		VO229_o3.jpg	35422478							V.O. Hammon Pub. Co.					Lakes & ponds	Looking over lagoon, Washington Park, Chicago
		Education		Chicago		dpc11567_o3.jpg	35407221							Detroit Publishing Co.					Universities	University of Chicago, Chicago, Ill.
		Streets & highways		Minneapolis	1908	dpc12002_o3.jpg	35407494							Detroit Publishing Co.						Calhoun Boulevard, Minneapolis, Minn. 
		Beaches & bodies of water		Saratoga	1904	dpc8494_o3.jpg	35410822							Detroit Photographic Co.					Lakes	Saratoga Lake, Saratoga, N. Y.
		Politics & government		Harvey		R32965_o3.jpg	35411973										City halls	People	Civic buildings	City Hall. Harvey, Ill
		Nature				dpc12390_o3.jpg	35407744							Detroit Publishing Co. 			Trees	Nature walks	Paths	Cycle path
		Shopping				0CH525_o3.jpg	35400693										Commerce	Women's Wares	Department Stores	martha - The Trousseau Shop
		Beaches & bodies of water			1906	dpc10655_o3.jpg	35406660							Detroit Publishing Co.			Canoes and canoeing		Massachusetts--Charles River	Canoeing on the Charles River, Charles River Reservation, Mass.
		Libraries, galleries & museums		Chicago		3CH550_o3.jpg	35401571							Curt Teich & Co., Inc.			Galleries & museums		Tourism	Just visited......Chicago's Art Institute
		Parks & gardens		West Point	1905	dpc9386_o3.jpg	35411503							Detroit Publishing Co			Lovers' lanes		Trails & paths 	Flirtation walk, West Point, N. Y
		Children		Chicago		r89485_o3.jpg	35412130										Orphans	Playgrounds	Orphanages	Angel Guardian Orphanage, 2001 Devon Ave., Chicago, Ill. play grounds
		Beaches & bodies of water			1900	dpc6603_o3.jpg	35409249							Detroit Photographic Co.			Rocks		Rivers	Gorge of the Ammonoosuc. White Mountains
		Streets & highways		Chicago		VO5131_o3.jpg	35422852										Streets	Automobiles	Cities & towns	Night in Chicago
		Aerial views & skylines		Des Moines		VO5345_o3.jpg	35423055										Night photographs	Street railroads	Cityscapes	Night in Des Moines
		Parks & gardens				dpc11515_o3.jpg	35407187							Detroit Photographic Co.			California--Yosemite National Park	Waterfalls	California--Yosemite Valley	Cap of Liberty and Nevada Falls, Yosemite Valley, California
		Libraries, galleries & museums		Riverside		dpc12877._o3.jpg	35408049							Detroit Publishing Co.					Public libraries	The public library, Riverside, Calif.
		Beaches & bodies of water		Gloucester	1905	dpc9509_o3.jpg	35411579							Detroit Publishing Co.			Boats		Harbor	Gloucester Mass.
		Boats & ships				VO2199_o3.jpg	35422363							Clyde Johnson, Mackinaw, Mich.			Transportation	Straits	Ferries	"Car ferry ""Chief Wawatam"" crossing the Straits of Mackinaw in winter"
		Advertisements		Chicago		0EK558_o3.jpg	35400725										Maps	Downtown	Music schools	
		Residences				dpc9286_o3.jpg	35411426							1905					Indigenous peoples	An Indian Living Room, Hopi House, Grand Canyon of Arizona 
		Beaches & bodies of water		South Haven		VO1279_o3.jpg	35412492										Bathing	Leisure	Swimming	Bathing beach, South Haven, Mich.
		Flags			1933	cop1298_o3.jpg	35404597							R H D Co.			Streets	Celebrations	Avenues	Avenue of Flags
		Aerial views & skylines		Stillwater		VO1453_o3.jpg	35412737										Towns	Streets	Rivers	Stillwater, Minn. Bird's-eye view from south
		Entertainment		Chicago		cop1801_o3.jpg	35405152										Exhibition buildings	Exhibitions	Fairs	Travel and Transportation Buildings, Chicago World's Fair
		Landscapes		Colorado Springs	1906	dpc10313_o3.jpg	35406479							Detroit Publishing Co. 			Mountain roads	Roads	Trails & paths	In Bear Creek Canyon, Near Colorado Springs, Col. 
		Other		Detroit	1900	dpc406_o3.jpg	35408201							Detroit Photographic Co.			Banks		Buildings	State Savings Bank, Detroit
		Hotels				7CK1334_o3.jpg	35402565										Gardens	Outside	Hotels	Knox Villa Motel
		Landscapes		Chicago		0CH1458_o3.jpg	35400633										Commercial Business District	Gayety Theater	Chicago	
		Hotels		Petoskey		VO1592_o3.jpg	35421755										Petoskey, MI		Cushman Hotel	
		Hospitals		Chicago		r91840_o3.jpg	35412136										Medical Research Institute		Chicago	
		Hotels		New Orleans		dpc70415_o3.jpg	35409632												Interior cavern view	
		Libraries, galleries & museums		Riverside		dpc12877._o3.jpg	35408049							Detroit Publishing Co.						The Public Library, Riverside, Calif.
		Cartoons & humor			1906	VOX34_o3.jpg	35424433							Hammon Pub Co			Romance	P., M.S.	Couples	Same Old Moon
		Hotels		Danville		7AH3727_o3.jpg	35402530													Hotel Wolford, Danville, Illinois
		Religion		Hinsdale		R49743_o3.jpg	35412014										Illinois--Hinsdale		Church architecture 	German Ev. Luth Zions Church, Hinsdale, Ill 
		Nature				VO1231_o3.jpg	35412435							V. O. Hammon Pub. Co., Chicago			Forests	Trees	Birch trees	White Birch trees, Northern Michigan
		Residences		Saratoga Springs		dpc11169_o3.jpg	35407005							Detroit Publishing Co.			Gardens	Flowers	Homes	Chauncey Olcott Residence, Saratoga Springs, N. Y.
		Nature		Mackinac Island	1905	dpc8934_o3.jpg	35411175							Detroit Publishing Co.			Birch trees	Avenues	Islands	Leslie Avenue, Mackinac Island, Mich.
		Other		Chicago		cop934_o3.jpg	35406050										Statues	Lakes	Fountains	"Lorado Taft's ""Fountain of the Great Lakes"" Chicago, Ill."
		Aerial views & skylines		Mackinac Island		VO1244_o3.jpg	35412451										Islands	Cities & towns	Lakes & ponds	Overlooking town from fort, Mackinac Island, Mich.
		Streets & highways		Chicago		VO1617_o3.jpg	35421786										Trees		Gates	Gateway to Humboldt Park, Chicago
		Bridges		Rutland	1904	dpc8153_o3.jpg	35410553							Detroit Photographic Co.			River/Lake		Trees	Dorr Bridge, Rutland, Vt
		Other				cop2608_o3.jpg	35405560										Art objects	Non-western	Decorative arts	
		Landscapes				VO1415_o3.jpg	35412681										Steam shovels		Strip mining	Steam shovel at work, Mesaba Iron Range, Minnesota
		Beaches & bodies of water		Milwaukee		VO847_o3.jpg	35424195										Shorelines	Parks	Lakes	The beach, Lake Park, Milwaukee, Wis.
		Large letters		Savannah		4BH524a_o3.jpg	35401761							Curt Teich & Co., Inc.			Office buildings	Water skiing	Streets	Greetings from historic Savannah, Ga.
		Advertisements		Chicago	1906	VO657A_o3.jpg	35423879							The Geo. R. Lawrence Co.			Exhibitions	Flower shows	Exhibition buildings	Interior view of Coliseum (flower show) Chicago
		Amusements		Chicago	1934	cop1532_o3.jpg	35405003										Exhibitions	Century of Progress International Exposition--(1933-1934 :--Chicago, Ill.)--Buildings	Model houses	The Florida Tropical Home, Arts and Crafts Division, World's Fair, 1934
		Nature			1906	dpc7757_o3.jpg	35410283							Detroit Publishing Co.					Waterfalls	Tower Falls, Yellowstone park
		Libraries, galleries & museums		Fort Wayne		VO6375_o3.jpg	35423682												Public libraries	Public library, Fort Wayne, Ind.
		Parks & gardens		Chicago		VO1662_o3.jpg	35421853										Greenhouses		Winter	Winter scene in Lincoln Park, Chicago
		Bridges		Fond  du Lac		2BH1181a_o3.jpg	35401258										Parks		Lakes & ponds	Rustic bridge at Lakeside Park, Fond du Lac, Wis.
		Animals				dpc7762_o3.jpg	35410288							Detroit Photographic Co.					Donkeys	Southwestern thoroughbreds
		Other		Atlantic City	1900	dpc5370_o3.jpg	35408349							Detroit Photographic Co.					Lighthouses	Absecon Light House, Atlantic City, N. J.
		Parks & gardens		Philadelphia		dpc71040_o3.jpg	35409709							Detroit Publishing Co.					Historic buildings	William Penn House, Fairmount Park, Philadelphia, Pa.
		Railroads		Chicago		VO1425A_o3.jpg	35412694												stations	Polk St. Station, Chicago
		Beaches & bodies of water			1905	dpc9151_o3.jpg	35411324							Detroit Publishing Co.					Lighthouses	Cape Henry Light Houses (old and new) Va.
		Indians of North America				dpc11254_o3.jpg	35407043										Apache Indians	Women	Infants	An Apache cupid, Arizona
		Boats & ships		Mobile	1906	dpc10342_o3.jpg	35406502							By Detroit Publishing Co.			African Americans	Commerce	Bananas	Unloading bananas, Mobile, Ala.
		Hotels		Chicago		A98947_o3.jpg	35404022										Buses		Automobiles	Hotel Stratford. 4131 Sheridan Road. Chicago
		Streets & highways		Pittsburgh	1905	dpc9373_o3.jpg	35411492							By Detroit Publishing Co.			Buildings		Street railroads	Wood Street, Pittsburg, Pa.
		Streets & highways		Jacksonville	1903	dpc7094_o3.jpg	35409699							Detroit Photographic Co.					Palm trees	Main Street, Jacksonville, Fla.
		Other		Edwardsville		C49914_o3.jpg	35404192												Banks	Bank of Edwardsville
		Bridges		Petoskey		VO5411_o3.jpg	35423124										Power plants	Steamboats	Rivers	Overlooking Little Traverse Bay from Outlet of Bear River At Power House, Petoskey Mich.
		Education		Chicago		VOB16_o3.jpg	35424364										Ivy		Educational institutions	Side view Botany Building, University of Chicago
		Libraries, galleries & museums		Cincinnati	1904	dpc8033_o3.jpg	35410457							Detroit Photographic Co.			Parks & gardens	Hills	Galleries & museums	Art Museum, Eden Park, Cincinnati, O.
		Education		Chicago		VO1838A_o3.jpg	35422020										Dormitories	Quadrangles (courtyards)	Universities & colleges	Men's Halls Cobb Hall, University of Chicago
		Other		Brooklyn	1904	dpc7619_o3.jpg	35410180							Detroit Photographic Co.			Plants	Streets	Churches	Plymouth Church, Brooklyn, N.Y.
		Streets & highways				0DK631_o3.jpg	35400715										Bridges		Automobiles 	
		Other	England			cop2921_o3.jpg	35405717										People	Black and White	Castles	Norman Gateway Merrie England A century of Progress
		Education		Dallas City		12496_o3.jpg	35400762							The Dallas City Review			Castles		High School 	High School, Dallas City, Ill
		Hospitals		Elgin		VO1119_o3.jpg	35412358													Annex, hospital for the insane, Elgin, ILL. 
		Beaches & bodies of water		Santa Catalina Island		dpc8398_o3.jpg	35410748							Detroit Publishing Co. 			Pier		Fishing	Fishing at Avalon, Santa Catalina Island, Calif. 
		Holidays		St. Paul		VO1433_o3.jpg	35412706										Flags	Streets	Parades & processions	"Sixth Street, west from Robert, St. Paul  
Living flag of school children in Decoration Day Parade"
		Parks & gardens		Chicago		VO1617_o3.jpg	35421786										Trees		Gates	Gateway to Humboldt Park, Chicago
		Military		Gettysburg	1903	dpc7233_o3.jpg	35409878							Detroit Photographic Co.			Civil wars	Heroes	Monuments & memorials	Statue of John Burns, the hero of Gettysburg
		Libraries, galleries & museums		Chicago		VO539_o3.jpg	35423099							V.O. Harmon Pub. Co. 						Historical Society building Chicago, ILL. 
		Entertainment		Belleville		A115979_o3.jpg	35403328												Theaters	Lincoln Theatre, Belleville, Ill.
		Beaches & bodies of water		San Bernardino		dpc7773_o3.jpg	35410299							Detroit Photographic Co, Publishers			Trees	Water	Springs	Urbita Springs, San Bernardino, Cal
		Hotels			1933	cop1277_o3.jpg	35404566							R.H.D Co. 			Fireplace	Tables	Inns	Interior of Ann Rutledge Inn
		Streets & highways		Chicago		cop2228_o3.jpg	35405411							Kaufman-Farby Photo			Churches	People	Homes	Colonial Village, Chicago World's Fair
		Politics & government		Centralia		5b212_o3.jpg	35401988												City & town halls	Centralia City Hall, Centralia, Illinois
		Advertisements		Chicago		A102658_o3.jpg	35403128										Nightclubs	Dance floors	Restaurants	Uptown Chicago's famous illuminated glass dance floor
		Advertisements		Morton		9A595_o3.jpg	35402932										Food industry 		Can industry	Libby-McNeil and Libby Canning Co., Morton, Ill.
		Hotels		Las Vegas		3BH1597a_o3.jpg	35401493												pools	El Rancho Vegas, Las Vegas Nevada
		Beaches & bodies of water		New Orleans	1900	dpc5366_o3.jpg	35408347							Detroit Photographic Co.			Rivers		Levees	The levee at Canal Street, New Orleans
		Agriculture				dpc7362_o3.jpg	35409981							Detroit Publishing Co.			Orchards	Fruit industry 	Orange orchards 	An orange grove
		Religion		Point Loma		dpc7315_o3.jpg	35409945							Detroit Publishing Co.			Gateways	Hindu temples	Universal Brotherhood and Theosophical Society	Grecian Gateway and buildings of the Universal Brotherhood, Point Loma, Calif.
		Entertainment		Chicago		cop2711_o3.jpg	35405622												Century of Progress	North entrance to hall of science at night
		Libraries, galleries & museums		Detroit		dpc12627_o3.jpg	35407907							Detroit Publishing Co. 			Streets		Parks	Library Park, Detroit, Mich. 
		Nature				dpc6726_o3.jpg	35409347							Detroit Photographic Co.  Publishers					mountains	Spanish Peaks, Colorado
		Beaches & bodies of water		Manchester		dpc11203_o3.jpg	35407019							Detroit Publishing Co. 			lake		Canoes	Massabesic Lake, Manchester, N.H.
		Streets & highways		Chicago		cop2805_o3.jpg	35405668										Moonlight 	Cities & towns	"Galleries & museums
"	Michigan Boulevard at night, from the Art Institute, Chicago, Ill 
		Military		Somerville 	1906	dpc10210_o3.jpg	35406393							Detroit Publishing Co. 			Gunpowder storage 	Landmarks 	Storage	Old Powder House, North Somerville, Mass
		Other		Chicago		A121724_o3.jpg	35403423												Funeral Home	C. Kampp & Son funeral home, 318-20 North Central ave., Chicago
		Nature				dpc12304_o3.jpg	35407677							Detroit Publishing Co 			National parks & reserves	Landscapes 	Grand Canyon 	Grand Canyon of Arizona, from Hopi Point 
		Beaches & bodies of water			1902	dpc6792_o3.jpg	35409408							Detroit Photographic Co 			Mountains 	Homes 	Lakes	Saranac Lake, Adirondack Mountains
		Religion		Chicago		A95352_o3.jpg	35404015										"Catholic churches
"	Catholicism 	Churches 	64th St. and Woodlawn Ave., Chicago. H.J. Schlacks, Architect
		Hotels		Las Vegas		dpc10962_o3.jpg	35406870							Copr. Fred Harvey 			Buildings		Las Vegas Hotels	Hotel Castaneda, Las Vegas, N.M. 
		Libraries, galleries & museums		Eden Park	1904	dpc8033_o3.jpg	35410457							Detroit Photographic Co.			Galleries & museums	Cultural facilities	Buildings	Art Museum, Eden Park, Cincinnati, O.
		Parks & gardens		Chicago		VO1364A_o3.jpg	35412615												Cemeteries	Scene in Graceland cemetery Chicago 
		Education		Batavia		0C385_o3.jpg	35400604												high school	Batavia high school, Batavia, ILlinois
		Aerial views & skylines		Alta		3BH1649a_o3.jpg	35401511												mountains	"Romantic Alta, Utah, the ""Ski-Nic"" center of American near Salk Lake City showing Precipitous Collins gulch and Grand View parking area"
		Cartoons & humor				7AH2604_o3.jpg	35402517							C.T. & Co. 			bodies of water		Fish	
		Animals				dpc7762_o3.jpg	35410288							Detroit Photographic Co.					Donkeys	Southwestern thoroughbreds
		Restaurants & bars		New Orleans		dpc7021_o3.jpg	35409616							Copr. Detroit Photographic Co.			French Quarter		Absinthe	Erected in 1798
		Religion		Dwight		A115750_o3.jpg	35403283										Sidewalks	Methodist churches	Churches	Methodist Church, Dwight, Ill.
		Other		Norwalk		dpc9950_o3.jpg	35411883							Detroit Publishing Co.			Corsets	Utility poles	Factories	R. & C. Corset Factory. South Norwalk Conn.
		Hotels		St. Louis		VO2038_o3.jpg	35422250										Chandeliers		Lobbeys	Lobby, Hotel Jefferson St Louis
		Nature			1902	dpc6301_o3.jpg	35409002							By Detroit Photographic Co.			Waterfalls		Lakes	Lulah Lake and Lulah Falls, on Lookout Mountain.
		Residences		Blue Islands 		C57655_o3.jpg	35404266												Street Name 	Central Park 
		Boats & ships			1903	dpc8638_o3.jpg	35410934							Detroit Publishing Co. 					Fishing Boats 	A Cape Ann Fishing Schooner 
		Beaches & bodies of water	Ontario 			dpc6971_o3.jpg	35409553				Canada 			Detroit Photographic Co. Publishers					Canoes and canoeing  	Lake Opinicon, Rideau Lakes Reigion, Ont.
		Residences				cop92_o3.jpg	35406048												Villages 	Irish Village 
		Libraries, galleries & museums		Duluth		VO149_o3.jpg	35421655							V.O. Hammon Pub. Co.						Carnegie Library, Duluth, Minn.
		Residences				dpc5879_o3.jpg	35408693							Detroit Photographic Co.			Flowers	Bungalows	Roses	Rose covered cottage
		Hotels		Chicago		vo1960_o3.jpg	35422161										shopping		Streets and Highways	Morrison hotel building, Chicago
		Cartoons & humor				2BH1142a_o3.jpg	35401220													Okay buddy-where's that ration card
		Entertainment		St. Louis		VO2026A_o3.jpg	35422238										carriages		theater	Princess theatre, St Louis Mo. 
		Beaches & bodies of water		Lake Geneva		VO2265_o3.jpg	35422445												Boats	Boat landing at Glenwood springs, Lake Geneva, Wis. 
		Parks & gardens		Petoskey		VO1294A_o3.jpg	35412518							V.O. Hammon Pub. Co., Chicago						Summer house C.R. R. & I. Park, Petoskey, Mich. 
		Agriculture				dpc7788_o3.jpg	35410312										Cowboys	Working dogs	Sheep ranches	Sheep herding in the West
		Amusements		San Jose	1902	dpc6450_o3.jpg	35409121							Detroit Photographic Co.			Palm trees		Clubs, Men's	St. Claire Club, San Jose, Cal.
		Entertainment		Chicago		cop1876_o3.jpg	35405234										Administrative agencies		Exhibition buildings	Administration Bldg., Chicago World's Fair, Chicago, Ill.
		Advertisements				a115598_o3.jpg	35403280										Bands	Buses	Singers	Williams' World-Famous Singers
		Restaurants & bars		Chicago		2BH1160a_o3.jpg	35401237										Bars	Dining rooms	Theaters	cocktail circle main dining room
		Agriculture				0EK128_o3.jpg	35400723										Farmers		Harvesting machinery 	Dekalb E-57-Big-Big Yielder
		Education		Columbus		dpc12496_o3.jpg	35407805										College campuses 	Students 	Colleges & universities 	The Campus, Ohio State University, Columbus, Ohio 
		Streets & highways		Colorado Springs	1901	dpc5281_o3.jpg	35408317							Detroit Photographic Co.						Pike's Peak Avenue, Colorado Springs, Col.
		Beaches & bodies of water			1901	dpc8754_o3.jpg	35411038							Detroit Photographic Co.			Moonlight	Waves	Atlantic Ocean	Moonlight over the Atlantic
		Entertainment		St. Louis	1904	VO127_o3.jpg	35412480							V. O. Hammon Pub. Co.					Exhibition buildings	Louisiana Purchase Exhibition, St. Louis, 1904. A typical Philippine building
		Restaurants & bars		Hinsdale		AH5876_o3.jpg	35404048										Sports & recreation facilities		Clubhouses	Hinsdale Golf Club House, Hinsdale, Ill.
		Libraries, galleries & museums		Rochelle		a65889_o3.jpg	35403849												Public libraries	Township public library, Rochelle, Ill.
		Bridges		Hannibal		4B117_o3.jpg	35401696										Rivers		Dams	Government Lock and Dam, near Hannibal, Missouri
		Other				dpc8746_o3.jpg	35411030							Detroit Publishing Co.			Pilgrims		Historic Events	The Departure from Delft Haven
		Indians of North America		Marie	1901	dpc497_o3.jpg	35408230							Detroit Photographic Co.			Portrait		Ethnic Stereotypes 	An honest indian--old John Boucher, Sault Ste. Marie, Michigan
		Boats & ships			1905	dpc8638_o3.jpg	35410934							Detroit Photographic co. 			Boats		Water	A cape ann fishing schooner
		Parks & gardens		Milwaukee 		VO6076_o3.jpg	35423464												Monuments & memorials	Washington Monument, Milwaukee, Wis.
		Landscapes		San Juan County		3BH1657a_o3.jpg	35401520												Rock formations	Edwin Natural Bridge, San Juan County, Utah
		Aerial views & skylines		Vicksburg	1906	dpc10447_o3.jpg	35406544							Detroit Publishing Co.						Vicksburg, Miss
		Landscapes		Ausable Chasm		dpc10776_o3.jpg	35406743							Corp. Detroit Photographic Co.					Canyons	The Pool, Ausable Chasm, N.Y.
		Shopping		Chicago		VO691_o3.jpg	35423983							V.O. Hammon Pub. Co.					Department stores	Carson, Pirie Scott & Co's building, Chicago
		Nature			1906	dpc10100_o3.jpg	35406311							Detroit Publishing Co.			Trees	Hills	Mountains	Looking north from Lenox. Berkshire Hills. Mass.
		Hospitals		Jacksonville		A116780_o3.jpg	35403377													Passavant Hospital, Jacksonville, Ill.
		Residences		Macon		4BH768a_o3.jpg	35401799												Celebrity homes	Birthplace and boyhood home of Sidney Lanier, Macon
		Large letters		Hinsdale		0CH1855_o3.jpg	35400665							Curt Teich & Co., Inc.						Greetings from Hinsdale, Illinois
		Streets & highways		Chicago	1911	VO1954_o3.jpg	35422156							V.O. Hammon Pub. Co.			Street railroads	Pedestrians	Commercial streets	State Street at night, Chicago (south from Washington)
		Amusements		Escanaba		0BH994_o3.jpg	35400590										Agricultural exhibits		Fairs	State Fair, Escanaba, Michigan
		Agriculture				dpc7884_o3.jpg	35410374							Detroit Publishing Co.			Flowers		Citrus fruit	Oranges and blossoms
